http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34	http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50	essential
http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34	http://data.europa.eu/esco/skill/05bc7677-5a64-4e0c-ade3-0140348d4125	essential
http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34	http://data.europa.eu/esco/skill/860be36a-d19b-4ba8-ae74-bc61b9f0bf63	essential
http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34	http://data.europa.eu/esco/skill/fed5b267-73fa-461d-9f69-827c78beb39d	essential
http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34	http://data.europa.eu/esco/skill/f64fe2c2-d090-4e91-ba74-1355d96b9bca	essential
http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34	http://data.europa.eu/esco/skill/271a36a0-bc7a-43a9-ad29-0a3f3cac4e57	essential
http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34	http://data.europa.eu/esco/skill/591dd514-735b-46e4-a28d-3a4c42f49b72	essential
http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34	http://data.europa.eu/esco/skill/47ed1d37-971b-472c-86be-26f893991274	essential
http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34	http://data.europa.eu/esco/skill/892f8e2f-189a-41d5-a4b6-b8e2afb99974	essential
http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34	http://data.europa.eu/esco/skill/a2dfc063-7b24-4258-a778-d395c41d4966	optional
http://data.europa.eu/esco/occupation/000e93a3-d956-4e45-aacb-f12c83fedf84	http://data.europa.eu/esco/skill/45c19aa0-2c28-42ab-936b-a367face2268	essential
http://data.europa.eu/esco/occupation/000e93a3-d956-4e45-aacb-f12c83fedf84	http://data.europa.eu/esco/skill/69f23426-9279-4fe6-a283-24c2aa4c855d	essential
http://data.europa.eu/esco/occupation/000e93a3-d956-4e45-aacb-f12c83fedf84	http://data.europa.eu/esco/skill/3b3b7373-220a-4287-87cf-e24a208b63c6	essential
http://data.europa.eu/esco/occupation/000e93a3-d956-4e45-aacb-f12c83fedf84	http://data.europa.eu/esco/skill/9ea652f6-accf-45bb-b9a8-590f06f7bd51	essential
http://data.europa.eu/esco/occupation/000e93a3-d956-4e45-aacb-f12c83fedf84	http://data.europa.eu/esco/skill/285cac9e-dad3-4b7b-848f-9bd2860ae345	essential
http://data.europa.eu/esco/occupation/000e93a3-d956-4e45-aacb-f12c83fedf84	http://data.europa.eu/esco/skill/357e1729-e2a8-49f4-8b42-dc8b278320fa	essential
http://data.europa.eu/esco/occupation/000e93a3-d956-4e45-aacb-f12c83fedf84	http://data.europa.eu/esco/skill/86ed2a45-eae9-4ab7-b0e6-d7508d33df4f	essential
http://data.europa.eu/esco/occupation/000e93a3-d956-4e45-aacb-f12c83fedf84	http://data.europa.eu/esco/skill/7f107a85-d6ac-410f-a995-d635c5aa418b	essential
http://data.europa.eu/esco/occupation/000e93a3-d956-4e45-aacb-f12c83fedf84	http://data.europa.eu/esco/skill/d9818afc-1dec-4944-8c9c-e3ae8fad176d	essential
